Year,Rk,Pk,Tm,Round 1 Player,Round 1 College,Yrs,Totals G,Totals MP,Totals PTS,Totals TRB,Totals AST,Shooting FG%,Shooting 3P%,Shooting FT%,Per Game MP,Per Game PTS,Per Game TRB,Per Game AST,Advanced WS,Advanced WS/48,Advanced BPM,Advanced VORP
1998,9,9,MIL,Dirk Nowitzki\nowitdi01,,19,1394,48673,30260,10893,3496,0.473,0.381,0.879,34.9,21.7,7.8,2.5,201.3,0.198,3.4,66
1998,10,10,BOS,Paul Pierce\piercpa01,University of Kansas,19,1343,45880,26397,7527,4708,0.445,0.368,0.806,34.2,19.7,5.6,3.5,150,0.157,3.3,61.5
1998,11,11,DET,Bonzi Wells\wellsbo01,Ball State University,10,591,15133,7147,2737,1249,0.46,0.327,0.697,25.6,12.1,4.6,2.1,29.4,0.093,0.4,9.3
1998,12,12,ORL,Michael Doleac\doleami01,University of Utah,10,587,8789,2882,1955,343,0.439,0.125,0.791,15,4.9,3.3,0.6,12.7,0.07,-3.7,-3.8
1998,13,13,ORL,Keon Clark\clarkke01,University of Nevada Las Vegas,6,353,7971,2882,2096,322,0.5,0.053,0.645,22.6,8.2,5.9,0.9,18.2,0.11,-0.1,3.8
1998,14,14,HOU,Michael Dickerson\dickemi01,University of Arizona,5,212,7490,3257,609,553,0.432,0.402,0.784,35.3,15.4,2.9,2.6,9.6,0.061,-1.2,1.6
1998,15,15,ORL,Matt Harpring\harprma01,Georgia Institute of Technology,11,665,17584,7645,3366,907,0.481,0.333,0.753,26.4,11.5,5.1,1.4,41.9,0.114,-0.1,8.2
1998,16,16,HOU,Bryce Drew\drewbr01,Valparaiso University,6,243,3970,1081,295,524,0.382,0.371,0.83,16.3,4.4,1.2,2.2,2.4,0.03,-4.6,-2.6
1998,17,17,MIN,Rasho Nesterovic\nestera01,,12,811,17983,5519,4143,836,0.502,0.077,0.585,22.2,6.8,5.1,1,39.9,0.107,0.4,11
1998,18,18,HOU,Mirsad Turkcan\turkcmi01,,1,17,90,33,33,5,0.368,0,0.625,5.3,1.9,1.9,0.3,0,-0.019,-6,-0.1
1998,19,19,MIL,Pat Garrity\garripa01,University of Notre Dame,10,552,11062,4017,1457,443,0.417,0.398,0.806,20,7.3,2.6,0.8,18.7,0.081,-1.8,0.7
1998,20,20,ATL,Roshown McLeod\mcleoro01,Duke University,3,113,2130,817,308,124,0.409,0.111,0.819,18.8,7.2,2.7,1.1,0.2,0.004,-5,-1.6
1998,21,21,CHH,Ricky Davis\davisri01,University of Iowa,12,736,21927,9912,2550,2426,0.446,0.361,0.781,29.8,13.5,3.5,3.3,28,0.061,-0.8,6.5
1998,22,22,LAC,Brian Skinner\skinnbr01,Baylor University,14,608,10910,2876,2841,288,0.494,0.333,0.566,17.9,4.7,4.7,0.5,15.8,0.07,-2.4,-1
1998,23,23,DEN,Tyronn Lue\luety01,University of Nebraska,11,554,12564,4710,943,1727,0.437,0.391,0.829,22.7,8.5,1.7,3.1,19.7,0.075,-2.8,-2.5
1998,24,24,SAS,Felipe Lopez\lopezfe01,St. John's University,4,249,4145,1448,604,252,0.432,0.327,0.659,16.6,5.8,2.4,1,3.1,0.036,-2.7,-0.7
1998,25,25,IND,Al Harrington\harrial01,,16,981,28009,13237,5482,1649,0.444,0.352,0.727,28.6,13.5,5.6,1.7,42.5,0.073,-1.2,5.5
1998,26,26,LAL,Sam Jacobson\jacobsa01,University of Minnesota,3,68,752,283,80,36,0.511,0.36,0.739,11.1,4.2,1.2,0.5,1.1,0.071,-3.5,-0.3
1998,27,27,SEA,Vladimir Stepania\stepavl01,,6,270,3726,1118,1180,94,0.425,0.133,0.536,13.8,4.1,4.4,0.3,5.2,0.067,-3.9,-1.8
1998,28,28,CHI,Corey Benjamin\benjaco01,Oregon State University,4,153,2191,835,259,143,0.39,0.289,0.652,14.3,5.5,1.7,0.9,-0.9,-0.019,-5.6,-2
1998,29,29,UTA,Nazr Mohammed\mohamna01,University of Kentucky,18,1005,15891,5827,4708,375,0.486,0,0.64,15.8,5.8,4.7,0.4,34.3,0.104,-2.5,-2
1998,30,30,DAL,Ansu Sesay\sesayan01,University of Mississippi,4,127,1301,401,223,62,0.434,0.276,0.64,10.2,3.2,1.8,0.5,1.4,0.051,-3.3,-0.4
1998,31,31,LAL,Ruben Patterson\patteru01,University of Cincinnati,10,649,15955,6953,2697,1150,0.517,0.179,0.641,24.6,10.7,4.2,1.8,35.1,0.106,0.9,11.8
1998,32,32,SEA,Rashard Lewis\lewisra02,,16,1049,33541,15579,5433,1765,0.452,0.386,0.805,32,14.9,5.2,1.7,90.9,0.13,2,34.1
1998,33,33,SEA,Jelani McCoy\mccoyje01,University of California Los Angeles,8,260,3824,1200,921,135,0.539,,0.49,14.7,4.6,3.5,0.5,5.1,0.064,-3.1,-1.1
1998,34,34,CHI,Shammond Williams\willish01,University of North Carolina,7,325,5351,1892,518,765,0.401,0.366,0.798,16.5,5.8,1.6,2.4,8.8,0.079,-2.3,-0.4
1998,35,35,DAL,Bruno Sundov\sundobr01,,7,102,524,173,107,18,0.356,0.208,0.526,5.1,1.7,1,0.2,-0.7,-0.062,-9.7,-1
1998,36,36,SAC,Jerome James\jamesje01,Florida Agricultural and Mechanical University,9,358,4771,1540,1099,118,0.485,0,0.617,13.3,4.3,3.1,0.3,2.9,0.029,-3.1,-1.3
1998,37,37,PHI,Casey Shaw\shawca01,University of Toledo,1,9,14,2,3,0,0.125,,,1.6,0.2,0.3,0,-0.1,-0.498,-27.8,-0.1
1998,38,38,NYK,DeMarco Johnson\johnsde02,University of North Carolina at Charlotte,1,5,37,6,7,0,0.333,,,7.4,1.2,1.4,0,-0.1,-0.091,-11.9,-0.1
1998,39,39,MIL,Rafer Alston\alstora01,California State University Fresno,11,671,19392,6799,1891,3202,0.383,0.354,0.729,28.9,10.1,2.8,4.8,32.9,0.081,0.2,10.9
1998,40,40,DET,Korleone Young\youngko01,,1,3,15,13,4,1,0.5,0.25,1,5,4.3,1.3,0.3,0.1,0.28,6,0
1998,41,41,HOU,Cuttino Mobley\moblecu01,University of Rhode Island,11,747,27618,11964,2902,2015,0.433,0.378,0.835,37,16,3.9,2.7,52.2,0.091,0.2,15.3
1998,42,42,ORL,Miles Simon\simonmi01,University of Arizona,1,5,19,2,2,0,0.2,0,,3.8,0.4,0.4,0,-0.1,-0.289,-15.5,-0.1
1998,43,43,WAS,Jahidi White\whiteja01,Georgetown University,7,334,5913,1954,1944,63,0.51,0,0.534,17.7,5.9,5.8,0.2,10.4,0.085,-3.8,-2.7
1998,44,44,NYK,Sean Marks\marksse01,University of California,11,230,2275,638,501,50,0.448,0.2,0.665,9.9,2.8,2.2,0.2,2.6,0.055,-4.9,-1.7
1998,45,45,LAL,Toby Bailey\baileto01,University of California Los Angeles,2,73,698,241,126,43,0.407,0.2,0.692,9.6,3.3,1.7,0.6,1,0.072,-4,-0.3
1998,46,46,MIN,Andrae Patterson\pattean01,Indiana University,2,40,304,120,67,16,0.455,0,0.778,7.6,3,1.7,0.4,0.7,0.114,-0.5,0.1
1998,47,47,TOR,Tyson Wheeler\wheelty01,University of Rhode Island,1,1,3,4,0,2,1,1,0.5,3,4,0,2,0.1,1.367,19.6,0
1998,48,48,CLE,Ryan Stack\stackry01,University of South Carolina,2,43,397,99,79,10,0.352,0,0.787,9.2,2.3,1.8,0.2,0.2,0.028,-4.6,-0.3
1998,49,49,ATL,Cory Carr\carrco01,Texas Tech University,1,42,624,171,49,66,0.329,0.167,0.75,14.9,4.1,1.2,1.6,-1.2,-0.089,-8.8,-1.1
1998,50,50,CHH,Andrew Betts,California State University Long Beach,,,,,,,,,,,,,,,,,
1998,51,51,MIA,Corey Brewer,University of Oklahoma,,,,,,,,,,,,,,,,,
1998,52,52,SAS,Derrick Dial\dialde01,Eastern Michigan University,4,82,687,253,133,63,0.372,0.19,0.672,8.4,3.1,1.6,0.8,0.6,0.045,-3.5,-0.3
1998,53,53,DAL,Greg Buckner\buckngr01,Clemson University,10,570,10895,2878,1593,719,0.45,0.334,0.757,19.1,5,2.8,1.3,20.9,0.092,0.1,5.8
1998,54,54,DEN,Tremaine Fowlkes\fowlktr01,California State University Fresno,4,103,1233,301,228,54,0.409,0.2,0.791,12,2.9,2.2,0.5,2.1,0.08,-2.1,0
1998,55,55,DEN,Ryan Bowen\bowenry01,University of Iowa,10,507,6502,1319,1060,250,0.456,0.206,0.693,12.8,2.6,2.1,0.5,12.4,0.092,0,3.3
1998,56,56,VAN,J.R. Henderson\hendejr01,University of California Los Angeles,1,30,331,97,47,22,0.365,0.4,0.556,11,3.2,1.6,0.7,-0.2,-0.025,-6.1,-0.3
1998,57,57,UTA,Torraye Braggs\braggto01,Xavier University,2,22,178,46,51,7,0.475,,0.667,8.1,2.1,2.3,0.3,0.3,0.071,-4.1,-0.1
1998,58,58,CHI,Maceo Baston\bastoma01,University of Michigan,4,105,831,286,175,26,0.616,0.375,0.74,7.9,2.7,1.7,0.2,2.3,0.134,-1.3,0.1
1997,1,1,SAS,Tim Duncan\duncati01,Wake Forest University,19,1392,47368,26496,15091,4225,0.506,0.179,0.696,34,19,10.8,3,206.4,0.209,5.5,89.3
1997,2,2,PHI,Keith Van Horn\vanhoke01,University of Utah,9,575,18150,9206,3909,900,0.443,0.361,0.835,31.6,16,6.8,1.6,41.7,0.11,-0.2,8.4
1997,3,3,BOS,Chauncey Billups\billuch01,University of Colorado,17,1043,33008,15802,2992,5636,0.415,0.387,0.894,31.6,15.2,2.9,5.4,120.8,0.176,2.5,37.6
1997,4,4,VAN,Antonio Daniels\daniean01,Bowling Green State University,13,872,19671,6623,1613,2934,0.444,0.311,0.793,22.6,7.6,1.8,3.4,47,0.115,-1.2,4.1
1997,5,5,DEN,Tony Battie\battito01,Texas Tech University,14,837,17649,5082,4287,522,0.488,0.162,0.69,21.1,6.1,5.1,0.6,36.4,0.099,-1.6,1.9
1997,6,6,BOS,Ron Mercer\mercero01,University of Kentucky,8,432,13418,5892,1342,921,0.429,0.25,0.808,31.1,13.6,3.1,2.1,9.4,0.034,-3.3,-4.3
1997,7,7,NJN,Tim Thomas\thomati01,Villanova University,13,824,21336,9454,3379,1272,0.437,0.369,0.758,25.9,11.5,4.1,1.5,35.2,0.079,-1,5.4
1997,8,8,GSW,Adonal Foyle\foylead01,Colgate University,12,733,13060,2989,3461,344,0.477,0,0.499,17.8,4.1,4.7,0.5,18.7,0.069,-0.8,3.9
1997,9,9,TOR,Tracy McGrady\mcgratr01,,15,938,30658,18381,5276,4161,0.435,0.338,0.746,32.7,19.6,5.6,4.4,97.3,0.152,4.6,50.6
1997,10,10,MIL,Danny Fortson\fortsda01,University of Cincinnati,10,440,8832,3615,3184,301,0.472,0.167,0.785,20.1,8.2,7.2,0.7,22.3,0.121,-3,-2.1
1997,11,11,SAC,Tariq Abdul-Wahad\abdulta01,San Jose State University,6,236,4807,1830,776,266,0.417,0.237,0.703,20.4,7.8,3.3,1.1,3.5,0.035,-3.2,-1.5
1997,12,12,IND,Austin Croshere\croshau01,Providence College,12,659,11480,4475,2649,627,0.407,0.34,0.861,17.4,6.8,4,1,27.6,0.115,-0.5,4.3
1997,13,13,CLE,Derek Anderson\anderde01,University of Kentucky,11,615,17975,7357,1988,2083,0.408,0.341,0.853,29.2,12,3.2,3.4,43.9,0.117,0.9,13.3
1997,14,14,LAC,Maurice Taylor\tayloma01,University of Michigan,9,534,13324,5889,2452,623,0.466,0.152,0.711,25,11,4.6,1.2,9.9,0.036,-3.8,-5.9
1997,15,15,DAL,Kelvin Cato\catoke01,Iowa State University,10,541,10617,2960,2874,244,0.507,0.077,0.644,19.6,5.5,5.3,0.5,28.6,0.129,-0.3,4.6
1997,16,16,CLE,Brevin Knight\knighbr01,Stanford University,12,729,18176,5342,1785,4481,0.412,0.134,0.789,24.9,7.3,2.4,6.1,32.6,0.086,-1.1,4.3
1997,17,17,ORL,Johnny Taylor\taylojo01,University of Tennessee at Chattanooga,3,54,866,256,120,26,0.402,0.394,0.718,16,4.7,2.2,0.5,0.1,0.007,-3.5,-0.3
1997,18,18,POR,Chris Anstey\anstech01,,3,155,2157,813,534,127,0.413,0.138,0.755,13.9,5.2,3.4,0.8,2.8,0.062,-2.8,-0.4
1997,19,19,DET,Scot Pollard\pollasc01,University of Kansas,11,506,8372,2222,2351,220,0.494,0,0.709,16.5,4.4,4.6,0.4,26.6,0.153,0.6,5.5
1997,20,20,MIN,Paul Grant\grantpa01,University of Wisconsin,2,16,111,29,18,3,0.448,,0.375,6.9,1.8,1.1,0.2,-0.1,-0.043,-7.8,-0.2
1997,21,21,NJN,Anthony Parker\parkean01,Bradley University,9,494,13752,4478,1574,1129,0.444,0.404,0.794,27.8,9.1,3.2,2.3,24.5,0.085,0.6,9.1
1997,22,22,ATL,Ed Gray\grayed01,University of California,2,60,809,373,73,46,0.339,0.341,0.814,13.5,6.2,1.2,0.8,0.1,0.009,-6.2,-0.9
1997,23,23,SEA,Bobby Jackson\jacksbo01,University of Minnesota,12,755,16790,7344,2347,1945,0.417,0.354,0.793,22.2,9.7,3.1,2.6,31.4,0.09,-0.1,7.8
1997,24,24,HOU,Rodrick Rhodes\rhodero01,University of Southern California,3,72,1234,380,88,121,0.347,0.2,0.62,17.1,5.3,1.2,1.7,-1.6,-0.064,-6.6,-1.4
1997,25,25,NYK,John Thomas\thomajo02,University of Minnesota,5,208,2253,560,432,60,0.502,0,0.591,10.8,2.7,2.1,0.3,3.2,0.067,-3.3,-0.7
1997,26,26,MIA,Charles Smith\smithch04,University of New Mexico,5,142,1973,729,200,124,0.409,0.288,0.606,13.9,5.1,1.4,0.9,1.5,0.036,-1.7,0.2
1997,27,27,UTA,Jacque Vaughn\vaughja01,University of Kansas,12,776,12658,3463,1028,1919,0.429,0.352,0.779,16.3,4.5,1.3,2.5,15.4,0.058,-4.2,-7.1
1997,28,28,CHI,Keith Booth\boothke01,University of Maryland,2,45,449,130,97,39,0.325,0.091,0.563,10,2.9,2.2,0.9,-0.8,-0.08,-6.2,-0.5
1997,29,29,HOU,Serge Zwikker,University of North Carolina,,,,,,,,,,,,,,,,,
1997,30,30,MIA,Mark Sanford,University of Washington,,,,,,,,,,,,,,,,,
1997,31,31,DET,Charles O'Bannon\obannch01,University of California Los Angeles,2,48,399,120,67,29,0.4,0,0.87,8.3,2.5,1.4,0.6,0.6,0.07,-2.8,-0.1
1997,32,32,DEN,James Cotton\cottoja02,California State University Long Beach,2,19,92,49,16,0,0.359,0,0.778,4.8,2.6,0.8,0,0,0.008,-14.7,-0.3
1997,33,33,PHI,Marko Milic\milicma01,,2,44,216,108,30,14,0.56,0.429,0.647,4.9,2.5,0.7,0.3,0.2,0.047,-2.5,0
1997,34,34,DAL,Bubba Wells\wellsbu01,Austin Peay State University,1,39,395,128,68,34,0.414,0.167,0.721,10.1,3.3,1.7,0.9,0.1,0.013,-5,-0.3
1997,35,35,PHI,Kebu Stewart\stewake01,California State University Bakersfield,1,15,110,40,31,2,0.462,,0.64,7.3,2.7,2.1,0.1,0.2,0.098,-5.5,-0.1
1997,36,36,PHI,James Collins\collija01,Florida State University,1,23,103,59,14,3,0.382,0.45,0.571,4.5,2.6,0.6,0.1,0,0.008,-5.2,-0.1
1997,37,37,GSW,Marc Jackson\jacksma02,Temple University,7,387,7572,3238,1655,311,0.446,0.226,0.814,19.6,8.4,4.3,0.8,13,0.082,-3.6,-3.1
1997,38,38,MIL,Jerald Honeycutt\honeyje01,Tulane University,2,54,632,275,105,36,0.391,0.362,0.632,11.7,5.1,1.9,0.7,0.3,0.02,-3.8,-0.3
1997,39,39,SAC,Anthony Johnson\johnsan02,College of Charleston,13,793,15552,4432,1358,2274,0.414,0.356,0.745,19.6,5.6,1.7,2.9,23.2,0.072,-2.1,-0.4
1997,40,40,SEA,Eddie Elisma,Georgia Institute of Technology,,,,,,,,,,,,,,,,,
1997,41,41,DEN,Jason Lawson\lawsoja01,Villanova University,1,17,80,26,27,5,0.6,,0.8,4.7,1.5,1.6,0.3,0.5,0.28,4.8,0.1
1997,42,42,PHO,Stephen Jackson\jacksst02,Butler County Community College,14,858,27398,12976,3328,2634,0.414,0.333,0.798,31.9,15.1,3.9,3.1,36.1,0.063,0,13.6
1997,43,43,MIN,Gordon Malone,West Virginia University,,,,,,,,,,,,,,,,,
1997,44,44,CLE,Cedric Henderson\hendece02,University of Memphis,5,260,6182,1885,755,419,0.436,0.14,0.715,23.8,7.3,2.9,1.6,3.3,0.026,-2.4,-0.7
1997,45,45,WAS,God Shammgod\shammgo01,Providence College,1,20,146,61,7,36,0.328,0,0.767,7.3,3.1,0.4,1.8,-0.1,-0.049,-9.6,-0.3
1997,46,46,ORL,Eric Washington\washier01,University of Alabama,2,104,2300,716,216,108,0.402,0.346,0.757,22.1,6.9,2.1,1,0.1,0.002,-3.7,-1
1997,47,47,POR,Alvin Williams\willial02,Villanova University,9,460,12610,4161,1140,1877,0.421,0.313,0.76,27.4,9,2.5,4.1,21.7,0.082,-0.9,3.6
1997,48,48,WAS,Predrag Drobnjak\drobnpr01,,4,278,5542,2187,973,225,0.425,0.34,0.799,19.9,7.9,3.5,0.8,5.6,0.048,-4.2,-3.1
1997,49,49,ATL,Alain Digbeu,,,,,,,,,,,,,,,,,,
1997,50,50,ATL,Chris Crawford\crawfch01,Marquette University,7,252,3985,1654,547,154,0.437,0.347,0.824,15.8,6.6,2.2,0.6,6.5,0.078,-2.9,-0.9
1997,51,51,LAL,DeJuan Wheat\wheatde01,University of Louisville,2,80,740,265,56,127,0.383,0.39,0.7,9.3,3.3,0.7,1.6,0.5,0.034,-4.4,-0.4
1997,52,52,VAN,C.J. Bruton,Indian Hills Community College,,,,,,,,,,,,,,,,,
1997,53,53,LAL,Paul Rogers,Gonzaga University,,,,,,,,,,,,,,,,,
1997,54,54,SEA,Mark Blount\blounma01,University of Pittsburgh,9,605,13981,4941,2784,513,0.504,0.359,0.723,23.1,8.2,4.6,0.8,18.8,0.065,-2.4,-1.4
1997,55,55,BOS,Ben Pepper,,,,,,,,,,,,,,,,,,
1997,56,56,UTA,Nate Erdmann,University of Oklahoma,,,,,,,,,,,,,,,,,
1997,57,57,CHI,Roberto Duenas,,,,,,,,,,,,,,,,,,
1996,1,1,PHI,Allen Iverson\iversal01,Georgetown University,14,914,37584,24368,3394,5624,0.425,0.313,0.78,41.1,26.7,3.7,6.2,99,0.126,2.7,44.1
1996,2,2,TOR,Marcus Camby\cambyma01,University of Massachusetts Amherst,17,973,28684,9262,9513,1837,0.466,0.205,0.67,29.5,9.5,9.8,1.9,81.6,0.137,2.9,35.6
1996,3,3,VAN,Shareef Abdur-Rahim\abdursh01,University of California,12,830,28882,15028,6239,2109,0.472,0.297,0.81,34.8,18.1,7.5,2.5,71.2,0.118,0.9,21.1
1996,4,4,MIL,Stephon Marbury\marbust01,Georgia Institute of Technology,13,846,31891,16297,2516,6471,0.433,0.325,0.784,37.7,19.3,3,7.6,77.5,0.117,1.2,25.6
1996,5,5,MIN,Ray Allen\allenra02,University of Connecticut,18,1300,46344,24505,5272,4361,0.452,0.4,0.894,35.6,18.9,4.1,3.4,145.1,0.15,3,58.1
1996,6,6,BOS,Antoine Walker\walkean02,University of Kentucky,12,893,31531,15647,6891,3170,0.414,0.325,0.633,35.3,17.5,7.7,3.5,38.1,0.058,0.8,21.9
1996,7,7,LAC,Lorenzen Wright\wrighlo02,University of Memphis,13,778,18535,6191,4943,622,0.459,0.069,0.645,23.8,8,6.4,0.8,30.5,0.079,-2,0
1996,8,8,NJN,Kerry Kittles\kittlke01,Villanova University,8,507,16929,7165,1983,1295,0.439,0.378,0.78,33.4,14.1,3.9,2.6,44.8,0.127,1.9,16.9
1996,9,9,DAL,Samaki Walker\walkesa01,University of Louisville,10,445,7612,2376,2089,252,0.462,0.111,0.63,17.1,5.3,4.7,0.6,14.2,0.089,-3,-1.8
1996,10,10,IND,Erick Dampier\dampier01,Mississippi State University,16,987,24003,7309,7005,817,0.498,0.125,0.626,24.3,7.4,7.1,0.8,52.7,0.105,0.2,13.1
1996,11,11,GSW,Todd Fuller\fulleto02,North Carolina State University,5,225,2500,835,674,46,0.422,0,0.668,11.1,3.7,3,0.2,2.2,0.041,-7.1,-3.2
1996,12,12,CLE,Vitaly Potapenko\potapvi01,Wright State University,11,610,11608,3995,2725,418,0.479,0.167,0.694,19,6.5,4.5,0.7,15.5,0.064,-3.5,-4.4
1996,13,13,CHH,Kobe Bryant\bryanko01,,20,1346,48637,33643,7047,6306,0.447,0.329,0.837,36.1,25,5.2,4.7,172.7,0.17,3.9,72.1
1996,14,14,SAC,Peja Stojakovic\stojape01,,13,804,26966,13647,3782,1408,0.45,0.401,0.895,33.5,17,4.7,1.8,82.6,0.147,1.5,23.9
1996,15,15,PHO,Steve Nash\nashst01,Santa Clara University,18,1217,38069,17387,3642,10335,0.49,0.428,0.904,31.3,14.3,3,8.5,129.7,0.164,1.3,31.2
1996,16,16,CHH,Tony Delk\delkto01,University of Kentucky,10,545,11702,4957,1351,1024,0.408,0.343,0.769,21.5,9.1,2.5,1.9,19.5,0.08,-1.3,2.1
1996,17,17,POR,Jermaine O'Neal\onealje01,,18,1011,27364,13309,7261,1369,0.467,0.147,0.715,27.1,13.2,7.2,1.4,66,0.116,0,13.9
1996,18,18,NYK,John Wallace\wallajo01,Syracuse University,7,381,6143,2901,1061,281,0.462,0.3,0.74,16.1,7.6,2.8,0.7,6.4,0.05,-4.5,-3.8
1996,19,19,NYK,Walter McCarty\mccarwa01,University of Kentucky,10,593,10374,3056,1554,670,0.392,0.346,0.698,17.5,5.2,2.6,1.1,13.7,0.064,-1.4,1.7
1996,20,20,CLE,Zydrunas Ilgauskas\ilgauzy01,,13,843,22965,10976,6191,955,0.476,0.31,0.78,27.2,13,7.3,1.1,66.3,0.139,0.3,13
1996,21,21,NYK,Dontae' Jones\jonesdo01,Mississippi State University,1,15,91,44,9,5,0.333,0.261,,6.1,2.9,0.6,0.3,-0.3,-0.175,-11.8,-0.2
1996,22,22,VAN,Roy Rogers\rogerro02,University of Alabama,3,137,2309,652,483,57,0.483,0.5,0.532,16.9,4.8,3.5,0.4,1.7,0.035,-3.3,-0.7
1996,23,23,DEN,Efthimi Rentzias\rentzef01,,1,35,144,52,26,7,0.339,0.5,0.889,4.1,1.5,0.7,0.2,0.2,0.058,-4.7,-0.1
1996,24,24,LAL,Derek Fisher\fishede01,University of Arkansas at Little Rock,18,1287,32719,10713,2658,3804,0.399,0.374,0.817,25.4,8.3,2.1,3,62.3,0.091,-0.9,9.3
1996,25,25,UTA,Martin Muursepp\muursma01,,2,83,951,389,181,50,0.425,0.323,0.693,11.5,4.7,2.2,0.6,2,0.1,-1.2,0.2
1996,26,26,DET,Jerome Williams\willije01,Georgetown University,9,587,12755,3865,3743,474,0.502,0.038,0.645,21.7,6.6,6.4,0.8,37.9,0.143,0.8,9
1996,27,27,ORL,Brian Evans\evansbr01,Indiana University,3,102,1097,375,164,77,0.381,0.343,0.82,10.8,3.7,1.6,0.8,1.7,0.076,-2.2,-0.1
1996,28,28,ATL,Priest Lauderdale\laudepr01,Central State University,2,74,525,255,143,33,0.472,0,0.554,7.1,3.4,1.9,0.4,-0.8,-0.074,-8,-0.8
1996,29,29,CHI,Travis Knight\knightr01,University of Connecticut,7,371,4566,1276,1160,224,0.438,0.259,0.696,12.3,3.4,3.1,0.6,7.9,0.083,-1.3,0.8
1996,30,30,HOU,Othella Harrington\harriot01,Georgetown University,12,709,13924,5212,3130,443,0.505,0,0.738,19.6,7.4,4.4,0.6,23.1,0.08,-3.1,-4
1996,31,31,PHI,Mark Hendrickson\hendrma01,Washington State University,4,114,1508,381,316,63,0.416,0.167,0.803,13.2,3.3,2.8,0.6,2.1,0.067,-4.1,-0.8
1996,32,32,PHI,Ryan Minor,University of Oklahoma,,,,,,,,,,,,,,,,,
1996,33,33,MIL,Moochie Norris\norrimo01,University of West Florida,9,445,7640,2272,868,1233,0.401,0.286,0.74,17.2,5.1,2,2.8,10,0.063,-2.1,-0.1
1996,34,34,DAL,Shawn Harvey,West Virginia State University,,,,,,,,,,,,,,,,,
1996,35,35,SEA,Joseph Blair,University of Arizona,,,,,,,,,,,,,,,,,
1996,36,36,LAC,Doron Sheffer,University of Connecticut,,,,,,,,,,,,,,,,,
1996,37,37,DEN,Jeff McInnis\mcinnje01,University of North Carolina,11,576,15927,5396,1170,2514,0.431,0.328,0.796,27.7,9.4,2,4.4,23.1,0.07,-2.6,-2.5
1996,38,38,BOS,Steve Hamer\hamerst01,University of Tennessee,1,35,268,76,60,7,0.526,0,0.552,7.7,2.2,1.7,0.2,0.2,0.031,-7.5,-0.4
1996,39,39,PHO,Russ Millard,University of Iowa,,,,,,,,,,,,,,,,,
1996,40,40,GSW,Marcus Mann,Mississippi Valley State University,,,,,,,,,,,,,,,,,
1996,41,41,SAC,Jason Sasser\sasseja01,Texas Tech University,2,14,108,30,15,4,0.412,0.333,0.5,7.7,2.1,1.1,0.3,0,-0.014,-7,-0.1
1996,42,42,HOU,Randy Livingston\livinra01,Louisiana State University,11,203,2684,773,282,415,0.406,0.351,0.771,13.2,3.8,1.4,2,2.3,0.041,-3.7,-1.2
1996,43,43,PHO,Ben Davis\davisbe01,University of Arizona,4,40,154,54,53,5,0.356,,0.462,3.9,1.4,1.3,0.1,0.1,0.04,-6,-0.2
1996,44,44,CHH,Malik Rose\rosema01,Drexel University,13,813,13404,5003,3371,684,0.437,0.177,0.743,16.5,6.2,4.1,0.8,26.5,0.095,-1.4,1.9
1996,45,45,SEA,Joe Vogel,Colorado State University,,,,,,,,,,,,,,,,,
1996,46,46,POR,Marcus Brown\brownma01,Murray State University,2,27,229,92,22,23,0.381,0.333,0.714,8.5,3.4,0.8,0.9,0.3,0.066,-3.2,-0.1
1996,47,47,SEA,Ron Riley,Arizona State University,,,,,,,,,,,,,,,,,
1996,48,48,PHI,Jamie Feick\feickja01,Michigan State University,5,201,4316,911,1437,139,0.424,0.4,0.629,21.5,4.5,7.1,0.7,8.2,0.091,-1.7,0.4
1996,49,49,ORL,Amal McCaskill\mccasam01,Marquette University,4,114,968,204,213,36,0.377,0,0.609,8.5,1.8,1.9,0.3,0.5,0.024,-4.4,-0.6
1996,50,50,HOU,Terrell Bell,University of Georgia,,,,,,,,,,,,,,,,,
1996,51,51,VAN,Chris Robinson\robinch01,Western Kentucky University,2,76,1095,350,117,104,0.376,0.374,0.571,14.4,4.6,1.5,1.4,-0.1,-0.003,-4.1,-0.6
1996,52,52,IND,Mark Pope\popema01,University of Kentucky,6,153,1634,285,261,63,0.401,0.179,0.573,10.7,1.9,1.7,0.4,1.3,0.038,-3.2,-0.5
1996,53,53,MIL,Jeff Nordgaard\nordgje01,University of Wisconsin-Green Bay,1,13,48,18,14,3,0.278,,0.889,3.7,1.4,1.1,0.2,0,0.043,-6.8,-0.1
1996,54,54,UTA,Shandon Anderson\andersh01,University of Georgia,10,719,15946,5327,2252,1007,0.457,0.316,0.739,22.2,7.4,3.1,1.4,23.6,0.071,-0.8,4.9
1996,55,55,WSB,Ronnie Henderson,Louisiana State University,,,,,,,,,,,,,,,,,
1996,56,56,CLE,Reggie Geary\gearyre01,University of Arizona,2,101,931,209,82,110,0.344,0.328,0.493,9.2,2.1,0.8,1.1,0.6,0.032,-3.2,-0.3
1996,57,57,SEA,Drew Barry\barrydr01,Georgia Institute of Technology,3,60,598,134,67,111,0.417,0.381,0.774,10,2.2,1.1,1.9,0.6,0.051,-4.5,-0.4
1996,58,58,DAL,Darnell Robinson,University of Arkansas,,,,,,,,,,,,,,,,,
1995,1,1,GSW,Joe Smith\smithjo02,University of Maryland,16,1030,27022,11208,6575,1010,0.455,0.238,0.79,26.2,10.9,6.4,1,60.3,0.107,-1.1,5.9
