Year,Rk,Pk,Tm,Round 1 Player,Round 1 College,Yrs,Totals G,Totals MP,Totals PTS,Totals TRB,Totals AST,Shooting FG%,Shooting 3P%,Shooting FT%,Per Game MP,Per Game PTS,Per Game TRB,Per Game AST,Advanced WS,Advanced WS/48,Advanced BPM,Advanced VORP
2008,46,46,SEA,Trent Plaisted,Brigham Young University Hawaii,,,,,,,,,,,,,,,,,
2008,47,47,WAS,Bill Walker\walkebi01,Kansas State University,5,181,3016,1079,401,153,0.446,0.369,0.76,16.7,6,2.2,0.8,5,0.079,-1.3,0.5
2008,48,48,PHO,Malik Hairston\hairsma01,University of Oregon,2,62,472,149,77,29,0.512,0.167,0.514,7.6,2.4,1.2,0.5,0.8,0.086,-1.9,0
2008,49,49,GSW,Richard Hendrix,University of Alabama,,,,,,,,,,,,,,,,,
2008,50,50,SEA,DeVon Hardin\hardide01,University of California,,,,,,,,,,,,,,,,,
2008,51,51,DAL,Shan Foster,Vanderbilt University,,,,,,,,,,,,,,,,,
2008,52,52,MIA,Darnell Jackson\jacksda01,University of Kansas,3,138,1039,308,203,26,0.449,0.235,0.644,7.5,2.2,1.5,0.2,1.3,0.059,-4.9,-0.7
2008,53,53,UTA,Tadija Dragicevic\dragita01,,,,,,,,,,,,,,,,,,
2008,54,54,HOU,Maarty Leunen\leunema01,University of Oregon,,,,,,,,,,,,,,,,,
2008,55,55,POR,Mike Taylor\taylomi01,Iowa State University,1,51,771,289,87,106,0.412,0.325,0.691,15.1,5.7,1.7,2.1,-0.4,-0.028,-5.5,-0.7
2008,56,56,SEA,Sasha Kaun\kaunsa01,University of Kansas,1,25,95,23,26,3,0.529,,0.455,3.8,0.9,1,0.1,0.2,0.096,-0.8,0
2008,57,57,SAS,James Gist,University of Maryland,,,,,,,,,,,,,,,,,
2008,58,58,LAL,Joe Crawford\crawfjo01,University of Kentucky,1,2,23,9,4,1,0.3,0.25,1,11.5,4.5,2,0.5,0,0.037,-5.6,0
2008,59,59,DET,Deron Washington,Virginia Polytechnic Institute and State University,,,,,,,,,,,,,,,,,
2008,60,60,BOS,Semih Erden\erdense01,,2,69,928,262,190,29,0.546,,0.594,13.4,3.8,2.8,0.4,1.8,0.094,-2,0
2007,1,1,POR,Greg Oden\odengr01,Ohio State University,3,105,2028,840,656,51,0.574,,0.658,19.3,8,6.2,0.5,7.3,0.174,1.1,1.6
2007,2,2,SEA,Kevin Durant\duranke01,University of Texas at Austin,10,703,26278,19121,5031,2663,0.488,0.379,0.882,37.4,27.2,7.2,3.8,119.8,0.219,5.1,47
2007,3,3,ATL,Al Horford\horfoal01,University of Florida,10,646,21535,9240,5608,1926,0.528,0.346,0.748,33.3,14.3,8.7,3,70.4,0.157,3,27.2
2007,4,4,MEM,Mike Conley\conlemi01,Ohio State University,10,706,22985,10050,2062,4011,0.443,0.379,0.815,32.6,14.2,2.9,5.7,62.8,0.131,1.9,22.5
2007,5,5,BOS,Jeff Green\greenje02,Georgetown University,9,705,21894,9528,3320,1135,0.435,0.333,0.792,31.1,13.5,4.7,1.6,32.7,0.072,-1.3,3.9
2007,6,6,MIL,Yi Jianlian\jianlyi01,,5,272,6038,2148,1339,192,0.404,0.333,0.78,22.2,7.9,4.9,0.7,3.1,0.025,-4.7,-4.1
2007,7,7,MIN,Corey Brewer\breweco01,University of Florida,10,711,17038,6561,2049,1144,0.424,0.283,0.713,24,9.2,2.9,1.6,19.2,0.054,-1,4.1
2007,8,8,CHA,Brandan Wright\wrighbr03,University of North Carolina,9,400,6568,2837,1465,186,0.608,0,0.676,16.4,7.1,3.7,0.5,24.9,0.182,1.7,6.1
2007,9,9,CHI,Joakim Noah\noahjo01,University of Florida,10,618,17863,5557,5789,1807,0.49,0,0.699,28.9,9,9.4,2.9,59.6,0.16,4.2,27.8
2007,10,10,SAC,Spencer Hawes\hawessp01,University of Washington,10,684,15541,5932,3893,1271,0.457,0.35,0.716,22.7,8.7,5.7,1.9,22.6,0.07,-0.7,5
2007,11,11,ATL,Acie Law\lawac01,Texas A&M University,4,188,2385,725,195,309,0.413,0.235,0.778,12.7,3.9,1,1.6,1.6,0.032,-5.4,-2
2007,12,12,PHI,Thaddeus Young\youngth01,Georgia Institute of Technology,10,739,22594,10065,4365,1134,0.5,0.327,0.679,30.6,13.6,5.9,1.5,47.3,0.1,0.4,13.7
2007,13,13,NOK,Julian Wright\wrighju01,University of Kansas,4,231,3049,907,531,182,0.499,0.262,0.584,13.2,3.9,2.3,0.8,3.9,0.061,-1.3,0.5
2007,14,14,LAC,Al Thornton\thornal01,Florida State University,4,296,8274,3527,1233,353,0.452,0.293,0.747,28,11.9,4.2,1.2,6.1,0.035,-3.5,-3.1
2007,15,15,DET,Rodney Stuckey\stuckro01,Eastern Washington University,10,651,17890,8185,1912,2333,0.423,0.3,0.824,27.5,12.6,2.9,3.6,28.7,0.077,-1.4,2.7
2007,16,16,WAS,Nick Young\youngni01,University of Southern California,10,636,14989,7604,1300,649,0.419,0.376,0.835,23.6,12,2,1,16.9,0.054,-3.4,-5.2
2007,17,17,NJN,Sean Williams\willise01,Boston College,4,137,1978,581,472,47,0.511,0,0.624,14.4,4.2,3.4,0.3,3,0.073,-2,0
2007,18,18,GSW,Marco Belinelli\belinma01,,10,644,14903,6209,1321,1080,0.425,0.377,0.832,23.1,9.6,2.1,1.7,23.4,0.076,-1.7,1.3
2007,19,19,LAL,Javaris Crittenton\crittja01,Georgia Institute of Technology,2,113,1853,595,276,201,0.442,0.231,0.638,16.4,5.3,2.4,1.8,0.1,0.002,-4.3,-1.1
2007,20,20,MIA,Jason Smith\smithja02,Colorado State University,9,563,9554,3599,1970,425,0.473,0.366,0.777,17,6.4,3.5,0.8,13.9,0.07,-2.5,-1.2
2007,21,21,PHI,Daequan Cook\cookda02,Ohio State University,6,328,5993,2114,703,243,0.369,0.359,0.813,18.3,6.4,2.1,0.7,4.9,0.039,-3.6,-2.4
2007,22,22,CHA,Jared Dudley\dudleja01,Boston College,10,740,17766,6120,2527,1200,0.468,0.397,0.732,24,8.3,3.4,1.6,39.5,0.107,1.3,14.8
2007,23,23,NYK,Wilson Chandler\chandwi01,DePaul University,9,516,16030,7215,2815,925,0.445,0.339,0.769,31.1,14,5.5,1.8,23.5,0.07,-0.7,5.2
2007,24,24,PHO,Rudy Fernandez\fernaru01,,4,249,5965,2254,608,554,0.399,0.36,0.84,24,9.1,2.4,2.2,14.2,0.114,1.8,5.7
2007,25,25,UTA,Morris Almond\almonmo01,Rice University,3,38,361,119,46,12,0.381,0.292,0.743,9.5,3.1,1.2,0.3,0,0.005,-6.4,-0.4
2007,26,26,HOU,Aaron Brooks\brookaa01,University of Oregon,9,613,13250,6184,1062,1905,0.413,0.37,0.839,21.6,10.1,1.7,3.1,19.1,0.069,-1.7,0.9
2007,27,27,DET,Arron Afflalo\afflaar01,University of California Los Angeles,10,709,20147,8019,2110,1356,0.451,0.386,0.825,28.4,11.3,3,1.9,33.3,0.079,-1,5.2
2007,28,28,SAS,Tiago Splitter\splitti01,,7,355,6812,2816,1779,423,0.555,0.143,0.697,19.2,7.9,5,1.2,25.3,0.178,1.9,6.7
2007,29,29,PHO,Alando Tucker\tuckeal02,University of Wisconsin,3,51,426,211,49,16,0.423,0.294,0.783,8.4,4.1,1,0.3,0.4,0.045,-6.7,-0.5
2007,30,30,PHI,Petteri Koponen\koponpe01,,,,,,,,,,,,,,,,,,
2007,31,31,SEA,Carl Landry\landrca01,Purdue University,9,513,11524,5541,2533,355,0.535,0.3,0.785,22.5,10.8,4.9,0.7,35.9,0.149,-1.1,2.6
2007,32,32,BOS,Gabe Pruitt\pruitga01,University of Southern California,2,62,461,125,51,52,0.321,0.283,0.783,7.4,2,0.8,0.8,0.4,0.043,-3.1,-0.1
2007,33,33,SAS,Marcus Williams\willima04,University of Arizona,2,13,39,14,12,3,0.318,,,3,1.1,0.9,0.2,-0.1,-0.084,-7.5,-0.1
2007,34,34,DAL,Nick Fazekas\fazekni01,University of Nevada Reno,1,26,269,107,89,11,0.561,0,0.682,10.3,4.1,3.4,0.4,0.8,0.148,-0.1,0.1
2007,35,35,SEA,Glen Davis\davisgl01,Louisiana State University,8,514,10865,4111,2236,457,0.447,0.182,0.7,21.1,8,4.4,0.9,18.6,0.082,-2.3,-0.8
2007,36,36,GSW,Jermareo Davidson\davidje01,University of Alabama,2,52,433,162,96,14,0.425,,0.578,8.3,3.1,1.8,0.3,0,0,-7.6,-0.6
2007,37,37,POR,Josh McRoberts\mcrobjo01,Duke University,10,431,8265,2333,1686,901,0.464,0.341,0.705,19.2,5.4,3.9,2.1,18.5,0.107,1,6.2
2007,38,38,PHI,Kyrylo Fesenko\fesenky01,,5,135,1107,305,269,40,0.496,0,0.41,8.2,2.3,2,0.3,0.9,0.038,-4,-0.6
2007,39,39,MIA,Stanko Barac\baracst01,,,,,,,,,,,,,,,,,,
2007,40,40,LAL,Sun Yue\yuesu01,,1,10,28,6,0,2,0.273,0,,2.8,0.6,0,0.2,-0.1,-0.226,-15.2,-0.1
2007,41,41,MIN,Chris Richard\richach01,University of Florida,2,70,780,135,194,25,0.483,,0.605,11.1,1.9,2.8,0.4,0.7,0.045,-3.5,-0.3
2007,42,42,POR,Derrick Byars\byarsde01,Vanderbilt University,1,2,37,10,11,1,0.273,0,1,18.5,5,5.5,0.5,0.1,0.147,0.6,0
2007,43,43,NOK,Adam Haluska,University of Iowa,,,,,,,,,,,,,,,,,
2007,44,44,ORL,Reyshawn Terry,University of North Carolina,,,,,,,,,,,,,,,,,
2007,45,45,LAC,Jared Jordan,Marist College,,,,,,,,,,,,,,,,,
2007,46,46,GSW,Stephane Lasme\lasmest01,University of Massachusetts Amherst,1,16,303,83,53,3,0.451,,0.594,18.9,5.2,3.3,0.2,0.3,0.041,-2.8,-0.1
2007,47,47,WAS,Dominic McGuire\mcguido01,California State University Fresno,6,342,5348,939,1169,422,0.419,0.188,0.658,15.6,2.7,3.4,1.2,4.1,0.037,-1.6,0.6
2007,48,48,LAL,Marc Gasol\gasolma01,,9,643,21721,9592,4893,2086,0.496,0.347,0.772,33.8,14.9,7.6,3.2,69.5,0.154,3.7,31.2
2007,49,49,CHI,Aaron Gray\grayaa01,University of Pittsburgh,7,318,3851,1066,1190,207,0.509,0,0.562,12.1,3.4,3.7,0.7,6.2,0.077,-1.8,0.2
2007,50,50,DAL,Renaldas Seibutis\seibure01,,,,,,,,,,,,,,,,,,
2007,51,51,CHI,JamesOn Curry\curryja01,Oklahoma State University,1,1,0,0,0,0,,,,0,0,0,0,0,,,0
2007,52,52,POR,Taurean Green\greenta01,University of Florida,1,17,74,27,10,11,0.28,0.182,0.917,4.4,1.6,0.6,0.6,-0.1,-0.066,-8.2,-0.1
2007,53,53,POR,Demetris Nichols\nichode01,Syracuse University,2,18,58,22,7,2,0.281,0.2,0.5,3.2,1.2,0.4,0.1,-0.2,-0.203,-15.3,-0.2
2007,54,54,HOU,Brad Newley\newlebr01,,,,,,,,,,,,,,,,,,
2007,55,55,UTA,Herbert Hill,Providence College,,,,,,,,,,,,,,,,,
2007,56,56,MIL,Ramon Sessions\sessira01,University of Nevada Reno,10,663,15727,7005,1802,2730,0.436,0.316,0.792,23.7,10.6,2.7,4.1,28.5,0.087,-1.8,0.8
2007,57,57,DET,Sammy Mejia,DePaul University,,,,,,,,,,,,,,,,,
2007,58,58,SAS,Giorgos Printezis\printgi01,,,,,,,,,,,,,,,,,,
2007,59,59,PHO,D.J. Strawberry\strawdj01,University of Maryland,1,33,270,73,28,30,0.315,0.24,0.474,8.2,2.2,0.8,0.9,-0.2,-0.031,-5.1,-0.2
2007,60,60,DAL,Milovan Rakovic\rakovmi01,,,,,,,,,,,,,,,,,,
2006,1,1,TOR,Andrea Bargnani\bargnan01,,10,550,15806,7873,2541,653,0.439,0.354,0.824,28.7,14.3,4.6,1.2,18.9,0.057,-2.2,-0.9
2006,2,2,CHI,LaMarcus Aldridge\aldrila01,University of Texas at Austin,11,794,27568,15136,6590,1510,0.486,0.287,0.802,34.7,19.1,8.3,1.9,86.7,0.151,1.2,22.5
2006,3,3,CHA,Adam Morrison\morriad01,Gonzaga University,3,161,3278,1200,342,222,0.373,0.331,0.71,20.4,7.5,2.1,1.4,-1.4,-0.021,-5.5,-2.9
2006,4,4,POR,Tyrus Thomas\thomaty01,Louisiana State University,8,402,7932,3093,1938,347,0.438,0.235,0.732,19.7,7.7,4.8,0.9,13,0.078,-1.1,1.7
2006,5,5,ATL,Shelden Williams\willish02,Duke University,6,361,5586,1618,1562,163,0.462,0.222,0.74,15.5,4.5,4.3,0.5,9.9,0.085,-2.8,-1.2
2006,6,6,MIN,Brandon Roy\roybr01,University of Washington,6,326,11561,6136,1388,1517,0.459,0.348,0.8,35.5,18.8,4.3,4.7,37.4,0.155,3.2,15.2
2006,7,7,BOS,Randy Foye\foyera01,Villanova University,11,752,19279,7729,1686,2112,0.401,0.366,0.852,25.6,10.3,2.2,2.8,23.5,0.058,-1.3,3.4
2006,8,8,HOU,Rudy Gay\gayru01,University of Connecticut,11,753,26815,13860,4452,1709,0.452,0.345,0.796,35.6,18.4,5.9,2.3,47.4,0.085,0.5,16.8
2006,9,9,GSW,Patrick O'Bryant\obryapa01,Bradley University,4,90,524,186,127,25,0.494,0,0.583,5.8,2.1,1.4,0.3,0.5,0.046,-3.1,-0.2
2006,10,10,SEA,Mouhamed Sene\senesa01,,3,47,260,103,75,1,0.427,,0.589,5.5,2.2,1.6,0,0.3,0.052,-9.3,-0.5
2006,11,11,ORL,J.J. Redick\redicjj01,Duke University,11,690,17165,8214,1324,1276,0.447,0.415,0.888,24.9,11.9,1.9,1.8,46.5,0.13,0.1,9.2
2006,12,12,NOK,Hilton Armstrong\armsthi01,University of Connecticut,6,292,3378,880,766,102,0.501,0.286,0.582,11.6,3,2.6,0.3,3.9,0.055,-2.8,-0.7
2006,13,13,PHI,Thabo Sefolosha\sefolth01,,11,740,17211,4400,2875,1111,0.446,0.345,0.732,23.3,5.9,3.9,1.5,34.6,0.096,1.1,13.3
2006,14,14,UTA,Ronnie Brewer\brewero02,University of Arkansas,8,502,11539,3940,1427,828,0.49,0.254,0.675,23,7.8,2.8,1.6,30.4,0.127,1.7,10.7
2006,15,15,NOK,Cedric Simmons\simmoce01,North Carolina State University,3,75,705,163,141,14,0.409,,0.39,9.4,2.2,1.9,0.2,0.1,0.005,-5.7,-0.7
2006,16,16,CHI,Rodney Carney\carnero01,University of Memphis,5,299,4600,1778,588,132,0.422,0.338,0.704,15.4,5.9,2,0.4,6.2,0.064,-2.7,-0.8
2006,17,17,IND,Shawne Williams\willish03,University of Memphis,7,314,5368,1769,945,220,0.403,0.339,0.755,17.1,5.6,3,0.7,6.7,0.06,-2,0
2006,18,18,WAS,Oleksiy Pecherov\pecheol01,,3,111,1044,438,266,20,0.386,0.29,0.793,9.4,3.9,2.4,0.2,0.5,0.025,-7,-1.3
2006,19,19,SAC,Quincy Douby\doubyqu01,Rutgers University,3,143,1535,588,152,93,0.389,0.312,0.884,10.7,4.1,1.1,0.7,0,0,-5.4,-1.3
2006,20,20,NYK,Renaldo Balkman\balkmre01,University of South Carolina,6,221,3064,894,769,132,0.51,0.172,0.542,13.9,4,3.5,0.6,7.2,0.113,0.9,2.2
2006,21,21,PHO,Rajon Rondo\rondora01,University of Kentucky,11,714,23045,7606,3483,6075,0.463,0.304,0.606,32.3,10.7,4.9,8.5,53.5,0.111,1.8,22
2006,22,22,NJN,Marcus Williams\willima03,University of Connecticut,4,203,3095,1128,361,574,0.386,0.321,0.767,15.2,5.6,1.8,2.8,0,-0.001,-4.6,-2
2006,23,23,NJN,Josh Boone\boonejo01,University of Connecticut,4,256,4482,1340,1258,125,0.544,,0.445,17.5,5.2,4.9,0.5,9.1,0.097,-1.9,0.1
2006,24,24,MEM,Kyle Lowry\lowryky01,Villanova University,11,713,22058,10162,2910,4123,0.424,0.364,0.799,30.9,14.3,4.1,5.8,69.9,0.152,3.7,31.5
2006,25,25,CLE,Shannon Brown\brownsh01,Michigan State University,9,408,7329,3118,760,458,0.42,0.332,0.807,18,7.6,1.9,1.1,9.2,0.06,-2.3,-0.6
2006,26,26,LAL,Jordan Farmar\farmajo01,University of California Los Angeles,10,504,9840,3888,958,1453,0.423,0.374,0.739,19.5,7.7,1.9,2.9,13.9,0.068,-1.4,1.6
2006,27,27,PHO,Sergio Rodriguez\rodrise01,,5,353,5281,1747,525,1183,0.409,0.337,0.739,15,4.9,1.5,3.4,4.3,0.039,-3.2,-1.6
2006,28,28,DAL,Maurice Ager\agerma01,Michigan State University,4,82,505,169,46,19,0.339,0.25,0.566,6.2,2.1,0.6,0.2,-0.9,-0.089,-10.4,-1.1
2006,29,29,NYK,Mardy Collins\collima01,Temple University,4,189,2771,742,336,327,0.38,0.299,0.599,14.7,3.9,1.8,1.7,-1.6,-0.027,-4.9,-2
2006,30,30,POR,Joel Freeland\freeljo01,,3,151,1821,477,518,65,0.459,0,0.728,12.1,3.2,3.4,0.4,3.2,0.084,-2.5,-0.2
2006,31,31,POR,James White\whiteja02,University of Cincinnati,3,67,583,182,68,35,0.438,0.34,0.676,8.7,2.7,1,0.5,0.8,0.062,-3.4,-0.2
2006,32,32,HOU,Steve Novak\novakst01,Marquette University,11,467,5657,2177,591,132,0.437,0.43,0.877,12.1,4.7,1.3,0.3,14.5,0.123,-0.9,1.6
2006,33,33,ATL,Solomon Jones\jonesso01,University of South Florida,8,281,3092,839,654,99,0.467,0.111,0.717,11,3,2.3,0.4,5,0.078,-2.9,-0.7
2006,34,34,LAC,Paul Davis\davispa01,Michigan State University,4,82,702,217,158,32,0.402,0,0.732,8.6,2.6,1.9,0.4,0.5,0.035,-4.7,-0.5
2006,35,35,TOR,P.J. Tucker\tuckepj01,University of Texas at Austin,6,418,11642,3201,2388,651,0.432,0.351,0.751,27.9,7.7,5.7,1.6,21.1,0.087,1,8.7
2006,36,36,MIN,Craig Smith\smithcr01,Boston College,6,403,6826,3080,1567,322,0.553,0.037,0.661,16.9,7.6,3.9,0.8,16,0.113,-1.5,0.9
2006,37,37,MIN,Bobby Jones\jonesbo02,University of Washington,2,91,867,288,149,44,0.442,0.306,0.685,9.5,3.2,1.6,0.5,1.1,0.06,-3.5,-0.3
2006,38,38,GSW,Kosta Perovic\perovko01,,1,7,38,10,13,1,0.3,,0.667,5.4,1.4,1.9,0.1,0,0.06,-6.7,0
2006,39,39,MIL,David Noel\noelda01,University of North Carolina,1,68,792,184,123,65,0.367,0.321,0.86,11.6,2.7,1.8,1,0.4,0.024,-3.4,-0.3
2006,40,40,SEA,Denham Brown,University of Connecticut,,,,,,,,,,,,,,,,,
2006,41,41,ORL,James Augustine\augusja01,University of Illinois at Urbana-Champaign,2,27,156,42,33,4,0.514,,0.5,5.8,1.6,1.2,0.1,0.3,0.101,-2.2,0
2006,42,42,CLE,Daniel Gibson\gibsoda01,University of Texas at Austin,7,397,9316,3115,792,775,0.402,0.407,0.78,23.5,7.8,2,2,16,0.082,-1,2.3
2006,43,43,NOK,Marcus Vinicius\vincima01,,2,26,172,50,19,7,0.457,0.421,0.556,6.6,1.9,0.7,0.3,0.2,0.056,-3.6,-0.1
2006,44,44,ORL,Lior Eliyahu\eliyali01,,,,,,,,,,,,,,,,,,
2006,45,45,IND,Alexander Johnson\johnsal01,Florida State University,2,102,1302,439,275,30,0.517,,0.672,12.8,4.3,2.7,0.3,1.5,0.056,-4.3,-0.7
2006,46,46,UTA,Dee Brown\brownde03,University of Illinois at Urbana-Champaign,2,68,711,140,69,119,0.34,0.25,0.643,10.5,2.1,1,1.8,0.1,0.008,-4.1,-0.4
2006,47,47,UTA,Paul Millsap\millspa01,Louisiana Tech University,11,837,24683,11890,6254,1922,0.493,0.328,0.736,29.5,14.2,7.5,2.3,79.6,0.155,3.4,33.5
2006,48,48,WAS,Vladimir Veremeenko\veremvl01,,,,,,,,,,,,,,,,,,
2006,49,49,DEN,Leon Powe\powele01,University of California,5,239,3320,1484,911,78,0.515,0,0.682,13.9,6.2,3.8,0.3,12,0.174,-2.3,-0.2
2006,50,50,CHA,Ryan Hollins\holliry01,University of California Los Angeles,10,518,6134,1913,1140,151,0.584,0,0.649,11.8,3.7,2.2,0.3,10.4,0.081,-2.6,-1
2006,51,51,LAL,Cheikh Samb\sambch01,,2,22,114,22,31,1,0.25,0,0.444,5.2,1,1.4,0,-0.1,-0.056,-9.2,-0.2
2006,52,52,LAC,Guillermo Diaz\diazgu01,University of Miami,1,6,18,5,2,1,0.25,0,0.6,3,0.8,0.3,0.2,0,0.033,-5.9,0
2006,53,53,SEA,Yotam Halperin\halpeyo01,,,,,,,,,,,,,,,,,,
2006,54,54,NJN,Hassan Adams\adamsha01,University of Arizona,2,73,547,185,84,14,0.534,0,0.643,7.5,2.5,1.2,0.2,0.8,0.072,-4.4,-0.3
2006,55,55,CLE,Ejike Ugboaja\ugboaej01,,,,,,,,,,,,,,,,,,
2006,56,56,TOR,Edin Bavcic\bavcied01,,,,,,,,,,,,,,,,,,
2006,57,57,MIN,Loukas Mavrokefalidis,,,,,,,,,,,,,,,,,,
2006,58,58,DAL,J.R. Pinnock,George Washington University,,,,,,,,,,,,,,,,,
2006,59,59,SAS,Damir Markota\markoda01,,1,30,170,51,31,6,0.365,0.375,0.636,5.7,1.7,1,0.2,-0.2,-0.07,-9,-0.3
2006,60,60,DET,Will Blalock\blalowi01,Iowa State University,1,14,166,25,15,17,0.3,0.2,1,11.9,1.8,1.1,1.2,-0.1,-0.032,-5.7,-0.2
2005,1,1,MIL,Andrew Bogut\bogutan01,University of Utah,12,671,19512,6733,5979,1520,0.534,0.12,0.556,29.1,10,8.9,2.3,49.9,0.123,2.4,21.4
2005,2,2,ATL,Marvin Williams\willima02,University of North Carolina,12,861,24891,9122,4584,1125,0.443,0.353,0.807,28.9,10.6,5.3,1.3,53.9,0.104,-0.4,9.9
2005,3,3,UTA,Deron Williams\willide01,University of Illinois at Urbana-Champaign,12,845,28865,13804,2619,6819,0.445,0.357,0.822,34.2,16.3,3.1,8.1,77.3,0.129,1.3,23.8
2005,4,4,NOH,Chris Paul\paulch01,Wake Forest University,12,834,29646,15610,3684,8251,0.473,0.37,0.866,35.5,18.7,4.4,9.9,154.6,0.25,7.6,71.7
2005,5,5,CHA,Raymond Felton\feltora01,University of North Carolina,12,856,27085,10146,2676,4841,0.413,0.327,0.788,31.6,11.9,3.1,5.7,37.3,0.066,-0.5,10.4
2005,6,6,POR,Martell Webster\webstma02,,10,580,13914,5056,1811,588,0.418,0.382,0.791,24,8.7,3.1,1,24.7,0.085,-0.7,4.6
2005,7,7,TOR,Charlie Villanueva\villach01,University of Connecticut,11,656,13578,6808,3019,549,0.435,0.341,0.772,20.7,10.4,4.6,0.8,22.6,0.08,-1.8,0.6
2005,8,8,NYK,Channing Frye\fryech01,University of Arizona,11,801,18736,7393,3815,806,0.44,0.389,0.822,23.4,9.2,4.8,1,37.3,0.096,-0.1,9.1
2005,9,9,GSW,Ike Diogu\dioguik01,Arizona State University,6,225,2795,1348,689,69,0.509,0.5,0.786,12.4,6,3.1,0.3,6.5,0.112,-4.8,-2
2005,10,10,LAL,Andrew Bynum\bynuman01,,8,418,10690,4822,3221,490,0.556,0.111,0.69,25.6,11.5,7.7,1.2,37.4,0.168,1.3,9
2005,11,11,ORL,Fran Vazquez\vazqufr01,,,,,,,,,,,,,,,,,,
2005,12,12,LAC,Yaroslav Korolev\korolya01,,2,34,168,39,16,13,0.283,0.25,0.625,4.9,1.1,0.5,0.4,-0.1,-0.024,-6.4,-0.2
2005,13,13,CHA,Sean May\mayse01,University of North Carolina,4,119,1868,821,481,115,0.458,0.231,0.746,15.7,6.9,4,1,2.6,0.068,-2.4,-0.2
2005,14,14,MIN,Rashad McCants\mccanra01,University of North Carolina,4,249,5037,2479,506,331,0.431,0.368,0.741,20.2,10,2,1.3,3.6,0.035,-2.5,-0.6
2005,15,15,NJN,Antoine Wright\wrighan01,Texas A&M University,6,297,5714,1614,681,295,0.412,0.304,0.674,19.2,5.4,2.3,1,3.1,0.026,-3.1,-1.5
2005,16,16,TOR,Joey Graham\grahajo01,Oklahoma State University,6,377,6117,2239,1058,207,0.483,0.3,0.815,16.2,5.9,2.8,0.5,7.8,0.061,-3.8,-2.8
2005,17,17,IND,Danny Granger\grangda01,University of New Mexico,10,586,18487,9855,2888,1097,0.434,0.38,0.848,31.5,16.8,4.9,1.9,48.5,0.126,1.5,16.1
2005,18,18,BOS,Gerald Green\greenge01,,10,544,10624,5240,1325,531,0.42,0.361,0.814,19.5,9.6,2.4,1,14.4,0.065,-2.4,-1
2005,19,19,MEM,Hakim Warrick\warriha01,Syracuse University,8,526,10624,4947,2117,400,0.49,0.191,0.726,20.2,9.4,4,0.8,20.4,0.092,-3.1,-2.9
2005,20,20,DEN,Julius Hodge\hodgeju01,North Carolina State University,2,23,98,28,15,18,0.44,,0.5,4.3,1.2,0.7,0.8,0,0.003,-4.5,-0.1
2005,21,21,PHO,Nate Robinson\robinna01,University of Washington,11,618,13878,6807,1446,1826,0.423,0.36,0.796,22.5,11,2.3,3,27.8,0.096,0.2,7.8
2005,22,22,DEN,Jarrett Jack\jackja01,Georgia Institute of Technology,12,805,22592,8883,2296,3604,0.441,0.345,0.856,28.1,11,2.9,4.5,35.7,0.076,-1,5.7
2005,23,23,SAC,Francisco Garcia\garcifr01,University of Louisville,10,549,11853,4323,1400,747,0.427,0.357,0.799,21.6,7.9,2.6,1.4,18.2,0.074,-0.3,4.9
2005,24,24,HOU,Luther Head\headlu01,University of Illinois at Urbana-Champaign,6,348,7797,2842,845,747,0.423,0.388,0.773,22.4,8.2,2.4,2.1,14.7,0.09,-0.4,3.2
2005,25,25,SEA,Johan Petro\petrojo01,,8,473,7262,2202,1836,227,0.462,0.154,0.678,15.4,4.7,3.9,0.5,5.5,0.037,-4.2,-4
2005,26,26,DET,Jason Maxiell\maxieja01,University of Cincinnati,10,618,11379,3481,2576,266,0.495,0,0.564,18.4,5.6,4.2,0.4,20.3,0.086,-2,0.1
2005,27,27,POR,Linas Kleiza\kleizli01,University of Missouri,7,409,8185,3561,1470,321,0.435,0.335,0.763,20,8.7,3.6,0.8,13.6,0.08,-2.4,-0.9
2005,28,28,SAS,Ian Mahinmi\mahinia01,,9,469,7902,2421,2047,230,0.539,0,0.595,16.8,5.2,4.4,0.5,21.5,0.13,-0.3,3.5
2005,29,29,MIA,Wayne Simien\simiewa01,University of Kansas,2,51,507,169,99,11,0.469,,0.854,9.9,3.3,1.9,0.2,0.9,0.083,-4.8,-0.4
2005,30,30,NYK,David Lee\leeda02,University of Florida,12,829,24293,11232,7319,1825,0.535,0.034,0.772,29.3,13.5,8.8,2.2,76,0.15,1.6,22.3
2005,31,31,ATL,Salim Stoudamire\stoudsa01,University of Arizona,3,157,2672,1260,214,164,0.407,0.366,0.882,17,8,1.4,1,2.2,0.04,-5.1,-2.1
2005,32,32,LAC,Daniel Ewing\ewingda01,Duke University,2,127,1683,431,158,174,0.389,0.295,0.78,13.3,3.4,1.2,1.4,0.8,0.024,-3.7,-0.7
2005,33,33,NOH,Brandon Bass\bassbr01,Louisiana State University,12,758,16410,6575,3448,608,0.499,0.207,0.832,21.6,8.7,4.5,0.8,42.8,0.125,-1.1,3.7
2005,34,34,UTA,C.J. Miles\milescj01,,12,715,14928,7006,1752,811,0.418,0.361,0.807,20.9,9.8,2.5,1.1,26.4,0.085,-0.9,4.1
2005,35,35,POR,Ricky Sanchez,,,,,,,,,,,,,,,,,,
2005,36,36,MIL,Ersan Ilyasova\ilyaser01,,9,609,14863,6682,3623,713,0.442,0.366,0.77,24.4,11,5.9,1.2,37.8,0.122,-0.1,7.1
